chr	gene	ratio	observed_state	hidden_state
chr4	Yipf1	0.5726495726495726	1.0	0
chr4	Ndc1	0.03571428571428571	0.0	0
chr4	Lrp8	0.5865384615384616	1.0	0
chr4	Cpt2	0.5974358974358974	1.0	0
chr4	Scp2	0.21428571428571427	0.0	0
chr4	Echdc2	0.4194139194139195	0.0	0
chr4	Zyg11b	0.7222222222222222	3.0	0
chr4	Coa7	0.5138888888888888	1.0	0
chr4	Prpf38a	0.4684343434343434	0.0	0
chr4	Cc2d1b	0.5714285714285714	1.0	0
chr4	Zfyve9	0.3253012048192771	0.0	0
chr4	Btf3l4	0.44871794871794873	0.0	0
chr4	Txndc12	0.3827777777777778	0.0	0
chr4	Rab3b	0.573170731707317	1.0	0
chr4	Nrd1	0.4591397849462365	0.0	0
chr4	Eps15	0.5431034482758621	1.0	0
chr4	Faf1	0.4620253164556962	0.0	0
chr4	Spata6	0.5205479452054794	1.0	0
chr4	Cmpk1	0.5027322404371585	1.0	0
chr4	Stil	0.5909090909090909	1.0	0
chr4	Tal1	0.4787234042553192	0.0	0
chr4	Efcab14	0.4523809523809524	0.0	0
chr4	Mknk1	0.6025641025641025	2.0	0
chr4	Uqcrh	0.794047619047619	3.0	0
chr4	Lrrc41	0.4573170731707317	0.0	0
chr4	Rad54l	0.5151515151515151	1.0	0
chr4	Pomgnt1	0.48860398860398857	0.0	0
chr4	Tmem69	0.5294117647058824	1.0	0
chr4	Gpbp1l1	0.41304347826086957	0.0	0
chr4	Nasp	0.4954587867731857	0.0	0
chr4	Akr1a1	0.47976190476190467	0.0	0
chr4	Prdx1	0.49976474235232915	0.0	0
chr4	Mmachc	0.4696969696969697	0.0	0
chr4	Toe1	0.5034722222222222	1.0	0
chr4	Hectd3	0.6285714285714286	2.0	0
chr4	Eif2b3	0.21232876712328766	0.0	0
chr4	Rps8	0.2708333333333333	0.0	0
chr4	Kif2c	0.19515669515669518	0.0	0
chr4	Eri3	0.3866666666666666	0.0	0
chr4	Atp6v0b	0.01740924092409241	0.0	0
chr4	Ipo13	0.55	1.0	0
chr4	St3gal3	0.15853658536585366	0.0	0
chr4	Kdm4a	0.5746268656716418	1.0	0
chr4	Ptprf	0.5516589091777061	1.0	0
chr4	Cdc20	0.04524954212454212	0.0	0
chr4	2610528J11Rik	0.465068493150685	0.0	0
chr4	Ebna1bp2	0.5250851984894538	1.0	0
chr4	Slc2a1	0.4576271186440678	0.0	0
chr4	Zfp691	0.28431372549019607	0.0	0
chr4	AU022252	0.0583756345177665	0.0	0
chr4	P3h1	0.4074074074074074	0.0	0
chr4	Ybx1	0.7369469127363865	3.0	0
chr4	Ppih	0.46291866028708134	0.0	0
chr4	Foxj3	0.3220338983050847	0.0	0
chr4	Scmh1	0.26	0.0	0
chr4	Ctps	0.4940672782874617	0.0	0
chr4	Exo5	0.375	0.0	0
chr4	Zmpste24	0.5319148936170213	1.0	0
chr4	Rlf	0.5515463917525774	1.0	0
chr4	Ppt1	0.15333333333333332	0.0	0
chr4	Cap1	0.027649769585253458	0.0	0
chr4	Mycl	0.5851063829787234	1.0	0
chr4	Trit1	0.4605263157894737	0.0	0
chr4	Bmp8b	0.5032051282051282	1.0	0
chr4	Ppie	0.3620689655172414	0.0	0
chr4	Ndufs5	0.15804597701149425	0.0	0
chr4	Mycbp	0.6078431372549019	2.0	0
chr4	Rragc	0.5073839662447257	1.0	0
chr4	Pou3f1	0.4833333333333333	0.0	0
chr4	Sf3a3	0.4350877192982456	0.0	0
chr4	Inpp5b	0.5606060606060606	1.0	0
chr4	Mtf1	0.29365079365079366	0.0	0
chr4	Yrdc	0.46021947873799723	0.0	0
chr4	Cdca8	0.5366605329783625	1.0	0
chr4	Rspo1	0.42452830188679247	0.0	0
chr4	Gnl2	0.4793333333333333	0.0	0
chr4	Snip1	0.47431077694235585	0.0	0
chr4	Meaf6	0.5416666666666666	1.0	0
chr4	Lsm10	0.2809917355371901	0.0	0
chr4	Stk40	0.5136268343815513	1.0	0
chr4	Eva1b	0.5061274509803922	1.0	0
chr4	Thrap3	0.5128205128205128	1.0	0
chr4	Map7d1	0.5894097222222222	1.0	0
chr4	Trappc3	0.6939655172413793	2.0	0
chr4	Adprhl2	0.5669515669515669	1.0	0
chr4	Ago3	0.5714285714285714	1.0	0
chr4	Clspn	0.5677871148459384	1.0	0
chr4	Psmb2	0.514696636507861	1.0	0
chr4	Ncdn	0.06451612903225806	0.0	0
chr4	Sfpq	0.5517241379310345	1.0	0
chr4	Zmym1	0.5348837209302325	1.0	0
chr4	Smim12	0.5953744493392069	1.0	0
chr4	Gja4	0.4638242894056847	0.0	0
chr4	Gjb3	0.5532857051516357	1.0	0
chr4	Gjb5	0.5855987055016181	1.0	0
chr4	Zfp362	0.3780487804878049	0.0	0
chr4	Ak2	0.3249521072796935	0.0	0
chr4	Tmem54	0.43670886075949367	0.0	0
chr4	S100pbp	0.5073529411764706	1.0	0
chr4	Yars	0.4856579984239559	0.0	0
chr4	Rbbp4	0.49069992146164026	0.0	0
chr4	Zbtb8os	0.24341085271317828	0.0	0
chr4	Hdac1	0.48333333333333334	0.0	0
chr4	Lck	0.5	1.0	0
chr4	Tmem234	0.6936052366565961	2.0	0
chr4	Iqcc	0.0975609756097561	0.0	0
chr4	Txlna	0.3588709677419355	0.0	0
chr4	Kpna6	0.0425531914893617	0.0	0
chr4	Tmem39b	0.024509803921568627	0.0	0
chr4	Khdrbs1	0.12654320987654322	0.0	0
chr4	Ptp4a2	0.6339712918660287	2.0	0
chr4	Pef1	0.48965936739659366	0.0	0
chr4	Tinagl1	0.5210055096418733	1.0	0
chr4	Zcchc17	0.5052083333333333	1.0	0
chr4	Snrnp40	0.4806280193236715	0.0	0
chr4	Pum1	0.5855263157894737	1.0	0
chr4	Epb41	0.5039426523297491	1.0	0
chr4	Taf12	0.5144557823129251	1.0	0
chr4	Snhg12	0.5103795966785291	1.0	0
chr4	Rcc1	0.46522861356932155	0.0	0
chr4	Snhg3	0.5968879668049792	1.0	0
chr4	Sesn2	0.4419642857142857	0.0	0
chr4	Atpif1	0.4923269307723089	0.0	0
chr4	Dnajc8	0.534107846448272	1.0	0
chr4	Eya3	0.23809523809523808	0.0	0
chr4	Smpdl3b	0.6261261261261261	2.0	0
chr4	Rpa2	0.4581571529245948	0.0	0
chr4	Ppp1r8	0.5887290167865707	1.0	0
chr4	Stx12	0.6145833333333334	2.0	0
chr4	Fam76a	0.02727272727272727	0.0	0
chr4	Tmem222	0.33952730236348816	0.0	0
chr4	Wdtc1	0.1769005847953216	0.0	0
chr4	Kdf1	0.1	0.0	0
chr4	Nudc	0.6833333333333333	2.0	0
chr4	Gpatch3	0.017543859649122806	0.0	0
chr4	Gpn2	0.0412621359223301	0.0	0
chr4	Sfn	0.34	0.0	0
chr4	Zdhhc18	0.1323529411764706	0.0	0
chr4	Pigv	0.01694915254237288	0.0	0
chr4	Arid1a	0.1590909090909091	0.0	0
chr4	Rps6ka1	0.15406162464985992	0.0	0
chr4	Sh3bgrl3	0.5120621802439984	1.0	0
chr4	Cep85	0.07317073170731707	0.0	0
chr4	Zfp593	0.25	0.0	0
chr4	Grrp1	0.3463768115942029	0.0	0
chr4	Slc30a2	0.3125	0.0	0
chr4	Pafah2	0.35294117647058826	0.0	0
chr4	Aunip	0.021505376344086023	0.0	0
chr4	Mtfr1l	0.18831168831168832	0.0	0
chr4	Ldlrap1	0.4537037037037037	0.0	0
chr4	Tmem50a	0.46714743589743585	0.0	0
chr4	Rsrp1	0.45348837209302323	0.0	0
chr4	Syf2	0.4252799310938845	0.0	0
chr4	Clic4	0.634083044982699	2.0	0
chr4	Srrm1	0.49273049645390066	0.0	0
chr4	Srsf10	0.5425531914893617	1.0	0
chr4	Pnrc2	0.52	1.0	0
chr4	Gale	0.5078740157480315	1.0	0
chr4	Pithd1	0.4421119592875318	0.0	0
chr4	Tcea3	0.28846153846153844	0.0	0
chr4	Hnrnpr	0.44029850746268656	0.0	0
chr4	Luzp1	0.12121212121212122	0.0	0
chr4	Kdm1a	0.009174311926605505	0.0	0
chr4	Ephb2	0.12	0.0	0
chr4	Cdc42	0.05332660536742169	0.0	0
chr4	Hspg2	0.5136363636363637	1.0	0
chr4	Alpl	0.5374149659863946	1.0	0
chr4	Ece1	0.1991596638655462	0.0	0
chr4	Eif4g3	0.15254237288135594	0.0	0
chr4	Pqlc2	0.07575757575757575	0.0	0
chr4	Akr7a5	0.5650552486187845	1.0	0
chr4	Mrto4	0.20833333333333334	0.0	0
chr4	Emc1	0.31666666666666665	0.0	0
chr4	Iffo2	0.10344827586206896	0.0	0
chr4	Aldh4a1	0.011627906976744186	0.0	0
chr4	Rcc2	0.34050155573593077	0.0	0
chr4	Atp13a2	0.5740740740740741	1.0	0
chr4	Crocc	0.6	2.0	0
chr4	Necap2	0.17995169082125606	0.0	0
chr4	Fbxo42	0.5197368421052632	1.0	0
chr4	Epha2	0.044444444444444446	0.0	0
chr4	Spen	0.5172413793103449	1.0	0
chr4	Fblim1	0.42873563218390803	0.0	0
chr4	Ddi2	0.5	1.0	0
chr4	Casp9	0.04597701149425287	0.0	0
chr4	Efhd2	0.24274193548387096	0.0	0
chr4	Tmem51	0.48255813953488375	0.0	0
chr4	Prdm2	0.4230769230769231	0.0	0
chr4	Pdpn	0.015602836879432626	0.0	0
chr4	Miip	0.5975609756097561	1.0	0
chr4	Plod1	0.6692307692307692	2.0	0
chr4	Mthfr	0.2986111111111111	0.0	0
chr4	Agtrap	0.03333333333333333	0.0	0
chr4	Mad2l2	0.015384615384615385	0.0	0
chr4	Fbxo6	0.6182170542635659	2.0	0
chr4	Exosc10	0.24313725490196075	0.0	0
chr4	Tardbp	0.20270270270270271	0.0	0
chr4	Casz1	0.22413793103448276	0.0	0
chr4	Gm13205	0.34782608695652173	0.0	0
chr4	Dffa	0.11458333333333333	0.0	0
chr4	Pgd	0.4927972984525947	0.0	0
chr4	Kif1b	0.2923728813559322	0.0	0
chr4	Nmnat1	0.47560975609756095	0.0	0
chr4	Lzic	0.492816091954023	0.0	0
chr4	Ctnnbip1	0.4761780104712042	0.0	0
chr4	Tmem201	0.5384615384615384	1.0	0
chr4	Slc25a33	0.5462365591397849	1.0	0
chr4	Eno1	0.5025157232704403	1.0	0
chr4	Rere	0.10852713178294572	0.0	0
chr4	Park7	0.4376067151802446	0.0	0
chr4	Vamp3	0.4747807017543859	0.0	0
chr4	Dnajc11	0.47669349429912816	0.0	0
chr4	Thap3	0.35555555555555557	0.0	0
chr4	Klhl21	0.5156862745098039	1.0	0
chr4	Zbtb48	0.5211267605633803	1.0	0
chr4	Nol9	0.4791666666666667	0.0	0
chr4	Espn	0.26515151515151514	0.0	0
chr4	Acot7	0.41	0.0	0
chr4	Icmt	0.5566037735849056	1.0	0
chr4	Rpl22	0.569042149023352	1.0	0
chr4	A430005L14Rik	0.420552677029361	0.0	0
chr4	Dffb	0.36363636363636365	0.0	0
chr4	Cep104	0.6666666666666666	2.0	0
chr4	Lrrc47	0.547752808988764	1.0	0
chr4	Wrap73	0.7094594594594594	3.0	0
chr4	Tprgl	0.6048172757475083	2.0	0
chr4	Rer1	0.6060606060606061	2.0	0
chr4	Ski	0.5703125	1.0	0
chr4	Faap20	0.4186426116838488	0.0	0
chr4	Cdk11b	0.5699186991869919	1.0	0
chr4	Ssu72	0.5202702702702703	1.0	0
chr4	Atad3a	0.4882807575497106	0.0	0
chr4	Mrpl20	0.4547591708468702	0.0	0
chr4	Ccnl2	0.2650560224089636	0.0	0
chr4	Mxra8	0.029850746268656716	0.0	0
chr4	Dvl1	0.3977272727272727	0.0	0
chr4	Cptp	0.016666666666666666	0.0	0
chr4	Pusl1	0.04043392504930966	0.0	0
chr4	B3galt6	0.2627118644067797	0.0	0
chr4	Sdf4	0.5305059523809524	1.0	0
chr4	9430015G10Rik	0.5517241379310345	1.0	0
chr4	Agrn	0.5064495530012771	1.0	0
chr4	Plekhn1	0.44642857142857145	0.0	0
chr4	Noc2l	0.42062953995157387	0.0	0
chr4	Pgm2	0.9884488448844884	5.0	1
chr5	Pgm1	0.5205738705738705	1.0	1
chr5	Cdk6	0.9894736842105263	5.0	1
chr5	Fam133b	0.9730813287514317	5.0	1
chr5	Rbm48	1.0	5.0	1
chr5	Gatad1	0.9744897959183674	5.0	1
chr5	Krit1	1.0	5.0	1
chr5	Akap9	0.9545454545454546	5.0	1
chr5	Cyp51	0.9796511627906976	5.0	1
chr5	Cldn12	0.9878048780487805	5.0	1
chr5	Gtpbp10	0.9839080459770114	5.0	1
chr5	Sri	0.9641791044776119	5.0	1
chr5	Dbf4	0.9903381642512077	5.0	1
chr5	Crot	0.9556277056277056	5.0	1
chr5	Tmem243	0.9900990099009901	5.0	1
chr5	Dmtf1	0.9836065573770492	5.0	1
chr5	Gnai1	0.9848484848484849	5.0	1
chr5	Rsbn1l	0.989010989010989	5.0	1
chr5	Armc10	0.9837133550488599	5.0	1
chr5	Pmpcb	0.9979674796747967	5.0	1
chr5	Dnajc2	0.8109578874284756	4.0	1
chr5	Reln	0.9791666666666666	5.0	1
chr5	5031425E22Rik	1.0	5.0	1
chr5	Pus7	0.9715568862275449	5.0	1
chr5	Rint1	0.6235955056179775	2.0	1
chr5	Tomm7	0.9251412429378532	5.0	1
chr5	2700038G22Rik	0.75	3.0	1
chr5	Fam126a	0.6169154228855722	2.0	1
chr5	Klhl7	0.9512195121951219	5.0	1
chr5	Nupl2	0.9347826086956522	5.0	1
chr5	Cdk5	0.9878048780487805	5.0	1
chr5	Fastk	1.0	5.0	1
chr5	Abcf2	0.23251028806584362	0.0	1
chr5	Smarcd3	0.75	3.0	1
chr5	Wdr86	0.7956989247311828	3.0	1
chr5	Prkag2	0.5163934426229508	1.0	1
chr5	Galnt11	0.9528023598820059	5.0	1
chr5	Actr3b	0.7352941176470589	3.0	1
chr5	Nom1	0.9811320754716981	5.0	1
chr5	Ube3c	0.9836065573770492	5.0	1
chr5	Dnajb6	1.0	5.0	1
chr5	Tyms	0.9818652849740933	5.0	1
chr5	Hadha	0.9777777777777777	5.0	1
chr5	Cenpa	0.9802224874525645	5.0	1
chr5	Dpysl5	1.0	5.0	1
chr5	Tmem214	0.9803921568627451	5.0	1
chr5	Emilin1	1.0	5.0	1
chr5	Khk	0.9714285714285714	5.0	1
chr5	Preb	0.9714285714285714	5.0	1
chr5	Cad	0.9913793103448276	5.0	1
chr5	Mpv17	0.9941860465116279	5.0	1
chr5	Gtf3c2	0.9659090909090909	5.0	1
chr5	Eif2b4	0.9732824427480916	5.0	1
chr5	Snx17	0.9821917808219178	5.0	1
chr5	Ppm1g	0.9850299401197605	5.0	1
chr5	Nrbp1	0.9792277614858259	5.0	1
chr5	Zfp512	0.9788732394366197	5.0	1
chr5	Gpn1	0.9927009456264775	5.0	1
chr5	Supt7l	1.0	5.0	1
chr5	Slc4a1ap	0.9724770642201835	5.0	1
chr5	Mrpl33	0.9634146341463414	5.0	1
chr5	Ppp1cb	0.9919871794871795	5.0	1
chr5	Yes1	1.0	5.0	1
chr5	Pisd	0.9661016949152542	5.0	1
chr5	Depdc5	0.9838709677419355	5.0	1
chr5	Fam53a	0.6122448979591837	2.0	1
chr5	Slbp	0.9732142857142857	5.0	1
chr5	Tmem129	0.9873417721518988	5.0	1
chr5	Letm1	0.9880952380952381	5.0	1
chr5	Nelfa	0.9858490566037735	5.0	1
chr5	Gm1673	0.975	5.0	1
chr5	Haus3	0.9621212121212122	5.0	1
chr5	Fam193a	0.9830508474576272	5.0	1
chr5	Mfsd10	0.9844444444444446	5.0	1
chr5	Nop14	0.9789436117059243	5.0	1
chr5	Htt	1.0	5.0	1
chr5	Rgs12	0.8095238095238095	4.0	1
chr5	Lrpap1	0.9827327327327328	5.0	1
chr5	Trmt44	0.9838709677419355	5.0	1
chr5	Grpel1	0.5225598526703499	1.0	1
chr5	Bloc1s4	0.9635036496350365	5.0	1
chr5	Mrfap1	0.9920634920634921	5.0	1
chr5	Crmp1	0.9782608695652174	5.0	1
chr5	Msx1	0.972027972027972	5.0	1
chr5	Stx18	1.0	5.0	1
chr5	Lyar	0.9838709677419355	5.0	1
chr5	Tmem128	0.9779005524861878	5.0	1
chr5	Wdr1	0.6074450084602369	2.0	1
chr5	Bod1l	0.9944444444444445	5.0	1
chr5	Fbxl5	0.9809104258443465	5.0	1
chr5	Prom1	0.95	5.0	1
chr5	Qdpr	0.9917355371900827	5.0	1
chr5	Lap3	0.9838779956427015	5.0	1
chr5	Med28	0.9873417721518988	5.0	1
chr5	Ncapg	0.9478584729981377	5.0	1
chr5	5730480H06Rik	0.9802631578947368	5.0	1
chr5	Adgra3	0.9796380090497737	5.0	1
chr5	Dhx15	1.0	5.0	1
chr5	9230114K14Rik	0.9555555555555556	5.0	1
chr5	Pi4k2b	0.9714285714285714	5.0	1
chr5	Zcchc4	1.0	5.0	1
chr5	Anapc4	0.9785478547854785	5.0	1
chr5	Smim20	0.9959349593495935	5.0	1
chr5	Rbpj	0.6666666666666666	2.0	1
chr5	Stim2	0.9428571428571428	5.0	1
chr5	Rell1	1.0	5.0	1
chr5	Tbc1d1	0.9826086956521739	5.0	1
chr5	Rfc1	0.9853951890034365	5.0	1
chr5	Rpl9	0.9974226804123711	5.0	1
chr5	Lias	0.9610552763819096	5.0	1
chr5	Ugdh	0.9333333333333333	5.0	1
chr5	Smim14	0.991304347826087	5.0	1
chr5	Ube2k	0.9875	5.0	1
chr5	Pds5a	0.9900990099009901	5.0	1
chr5	N4bp2	0.9785714285714285	5.0	1
chr5	Rbm47	0.9827586206896551	5.0	1
chr5	Uchl1	0.8974358974358975	4.0	1
chr5	Limch1	0.8295454545454546	4.0	1
chr5	Tmem33	0.9872340425531915	5.0	1
chr5	Slc30a9	0.6531713900134952	2.0	1
chr5	Bend4	0.8719512195121951	4.0	1
chr5	Guf1	1.0	5.0	1
chr5	Gnpda2	0.9746835443037974	5.0	1
chr5	Commd8	0.9655388471177945	5.0	1
chr5	Slain2	1.0	5.0	1
chr5	Ociad1	0.4885620915032679	0.0	1
chr5	Sgcb	0.896551724137931	4.0	1
chr5	Usp46	0.45604395604395603	0.0	1
chr5	Fip1l1	0.9904076738609112	5.0	1
chr5	Chic2	0.9867275892080069	5.0	1
chr5	Pdgfra	0.8369565217391305	4.0	1
chr5	Kdr	0.9736842105263158	5.0	1
chr5	Srd5a3	0.36666666666666664	0.0	1
chr5	Tmem165	0.9892426850258176	5.0	1
chr5	Clock	1.0	5.0	1
chr5	Exoc1	0.9814814814814815	5.0	1
chr5	C530008M17Rik	1.0	5.0	1
chr5	Aasdh	0.9923076923076923	5.0	1
chr5	Ppat	0.9611692844677137	5.0	1
chr5	Paics	0.981820148786506	5.0	1
chr5	Srp72	0.98582295988935	5.0	1
chr5	Hopx	0.9880952380952381	5.0	1
chr5	Rest	0.9178082191780822	5.0	1
chr5	Noa1	0.9769585253456221	5.0	1
chr5	Polr2b	0.9903100775193798	5.0	1
chr5	Cenpc1	1.0	5.0	1
chr5	Uba6	0.6932773109243697	2.0	1
chr5	Ythdc1	1.0	5.0	1
chr5	Rufy3	1.0	5.0	1
chr5	Mob1b	1.0	5.0	1
chr5	Dck	0.9841867469879518	5.0	1
chr5	Cox18	0.7649122807017543	3.0	1
chr5	Ankrd17	0.937799043062201	5.0	1
chr5	Afp	0.7641131815044858	3.0	1
chr5	Mthfd2l	0.9878048780487805	5.0	1
chr5	Rchy1	0.8888888888888888	4.0	1
chr5	G3bp2	0.990990990990991	5.0	1
chr5	Uso1	0.9894894894894894	5.0	1
chr5	Naaa	0.9707792207792207	5.0	1
chr5	Sdad1	0.693069306930693	2.0	1
chr5	Nup54	0.8692307692307693	4.0	1
chr5	Scarb2	0.9736842105263158	5.0	1
chr5	Sept11	0.9713541666666666	5.0	1
chr5	Mrpl1	0.9861111111111112	5.0	1
chr5	Bmp2k	0.9791666666666666	5.0	1
chr5	Hnrnpd	0.9890768331872626	5.0	1
chr5	Hnrnpdl	0.9609929078014184	5.0	1
chr5	Enoph1	0.9952153110047847	5.0	1
chr5	5430416N02Rik	0.9588235294117647	5.0	1
chr5	Cops4	0.9498208435708435	5.0	1
chr5	Coq2	0.7134976525821596	3.0	1
chr5	Helq	1.0	5.0	1
chr5	Mrps18c	0.782608695652174	3.0	1
chr5	Wdfy3	0.9761904761904762	5.0	1
chr5	Ptpn13	1.0	5.0	1
chr5	Hsd17b11	0.978494623655914	5.0	1
chr5	Nudt9	0.9953542392566781	5.0	1
chr5	Pkd2	0.4782608695652174	0.0	1
chr5	Zfp326	0.8333333333333334	4.0	1
chr5	Zfp644	0.7089600742804085	3.0	1
chr5	Cdc7	0.9672131147540983	5.0	1
chr5	Glmn	0.9836065573770492	5.0	1
chr5	Rpap2	0.972027972027972	5.0	1
chr5	Evi5	0.8787878787878788	4.0	1
chr5	Rpl5	0.5958751393534002	1.0	1
chr5	Mtf2	0.83003300330033	4.0	1
chr5	Tmed5	0.5923984891406988	1.0	1
chr5	Pcgf3	0.9738562091503268	5.0	1
chr5	Crlf2	1.0	5.0	1
chr5	Zfp932	0.5862068965517241	1.0	1
chr5	Gtpbp6	0.9925	5.0	1
chr5	Zfp605	0.972972972972973	5.0	1
chr5	Chfr	0.991869918699187	5.0	1
chr5	Ankle2	0.9243697478991597	5.0	1
chr5	Pgam5	0.9897713598074608	5.0	1
chr5	Pxmp2	0.9504132231404959	5.0	1
chr5	Pole	1.0	5.0	1
chr5	Fbrsl1	1.0	5.0	1
chr5	Noc4l	0.9673659673659672	5.0	1
chr5	Ddx51	0.9602272727272727	5.0	1
chr5	Pus1	0.975867269984917	5.0	1
chr5	Chek2	0.9230769230769231	5.0	1
chr5	Pitpnb	0.9852507374631269	5.0	1
chr5	Tpst2	0.9816890881913303	5.0	1
chr5	Tfip11	0.9761904761904762	5.0	1
chr5	Hps4	0.9871794871794872	5.0	1
chr5	Asphd2	1.0	5.0	1
chr5	Sgsm1	1.0	5.0	1
chr5	Sart3	0.9819819819819819	5.0	1
chr5	Iscu	0.9822580645161291	5.0	1
chr5	Coro1c	0.9720893141945773	5.0	1
chr5	Ssh1	0.9897959183673469	5.0	1
chr5	Alkbh2	0.9733333333333334	5.0	1
chr5	Ung	0.907548972766364	5.0	1
chr5	Kctd10	1.0	5.0	1
chr5	Ube3b	0.9882352941176471	5.0	1
chr5	Mmab	1.0	5.0	1
chr5	Mvk	0.5817152103559871	1.0	1
chr5	Gltp	0.9283854166666666	5.0	1
chr5	Tchp	0.55	1.0	1
chr5	Git2	1.0	5.0	1
chr5	1500011B03Rik	0.9437022900763358	5.0	1
chr5	2210016L21Rik	0.9879518072289156	5.0	1
chr5	Sppl3	0.9716981132075472	5.0	1
chr5	Acads	0.975177304964539	5.0	1
chr5	Unc119b	0.9920634920634921	5.0	1
chr5	Mlec	0.8793859649122807	4.0	1
chr5	Rnf10	0.9216485507246377	5.0	1
chr5	Coq5	0.904	5.0	1
chr5	Gatc	0.9878048780487805	5.0	1
chr5	Triap1	0.9774590163934426	5.0	1
chr5	Cox6a1	0.795774647887324	3.0	1
chr5	Msi1	0.49130434782608695	0.0	1
chr5	Pxn	0.9789915966386554	5.0	1
chr5	Rplp0	0.874389551391255	4.0	1
chr5	Rab35	0.9818652849740933	5.0	1
chr5	Cit	0.7232142857142857	3.0	1
chr5	Hspb8	0.8064516129032258	4.0	1
chr5	Suds3	0.9784449576597382	5.0	1
chr5	Wsb2	0.7241379310344828	3.0	1
chr5	Rfc5	0.5096360429693764	1.0	1
chr5	Fbxo21	0.980485527544351	5.0	1
chr5	Fbxw8	0.9898477157360406	5.0	1
chr5	2410131K14Rik	0.9578947368421052	5.0	1
chr5	Tbx3	0.7383512544802866	3.0	1
chr5	Rbm19	0.9820359281437125	5.0	1
chr5	Sdsl	1.0	5.0	1
chr5	Plbd2	0.9791666666666666	5.0	1
chr5	Slc8b1	0.9310344827586207	5.0	1
chr5	Tpcn1	1.0	5.0	1
chr5	Ddx54	0.9911504424778761	5.0	1
chr5	Rpl6	0.43373493975903615	0.0	1
chr5	Naa25	1.0	5.0	1
chr5	Erp29	0.9666666666666667	5.0	1
chr5	Aldh2	0.9836142322097378	5.0	1
chr5	Acad12	0.8695652173913043	4.0	1
chr5	Brap	1.0	5.0	1
chr5	Vps29	0.9790236460717011	5.0	1
chr5	Fam216a	0.9782608695652174	5.0	1
chr5	Gpn3	0.9574468085106383	5.0	1
chr5	Arpc3	0.9756838905775076	5.0	1
chr5	Atp2a2	0.9923857868020305	5.0	1
chr5	Anapc5	0.988031914893617	5.0	1
chr5	Rnf34	0.9917582417582418	5.0	1
chr5	Orai1	1.0	5.0	1
chr5	Tmem120b	0.9722222222222222	5.0	1
chr5	Psmd9	0.9811643835616438	5.0	1
chr5	Diablo	0.9701986754966887	5.0	1
chr5	Vps33a	1.0	5.0	1
chr5	Clip1	0.8362068965517241	4.0	1
chr5	Zcchc8	0.9824561403508771	5.0	1
chr5	Rsrc2	0.9532627865961198	5.0	1
chr5	Kntc1	0.9552238805970149	5.0	1
chr5	Denr	0.9850746268656716	5.0	1
chr5	Hip1r	1.0	5.0	1
chr5	Vps37b	0.9724770642201835	5.0	1
chr5	Mphosph9	0.9887640449438202	5.0	1
chr5	Sbno1	0.9483122362869197	5.0	1
chr5	Kmt5a	0.9716748768472906	5.0	1
chr5	Snrnp35	0.9821428571428571	5.0	1
chr5	Rilpl1	0.9915966386554622	5.0	1
chr5	Tmed2	1.0	5.0	1
chr5	Ddx55	0.9565217391304348	5.0	1
chr5	Gtf2h3	0.9876099120703438	5.0	1
chr5	Atp6v0a2	0.9928571428571429	5.0	1
chr5	Zfp664	0.8117283950617284	4.0	1
chr5	Ncor2	0.972972972972973	5.0	1
chr5	Scarb1	0.9985294117647059	5.0	1
chr5	Ubc	0.5687637383502046	1.0	1
chr5	Dhx37	0.9649122807017544	5.0	1
chr5	Bri3bp	0.9916420845624384	5.0	1
chr5	Slc15a4	0.9875	5.0	1
chr5	Sfswap	0.9937106918238994	5.0	1
chr5	Mrps17	0.9755911517925249	5.0	1
chr5	Psph	0.9875	5.0	1
chr5	Cct6a	0.9796191077441077	5.0	1
chr5	Sumf2	0.9919678714859437	5.0	1
chr5	Vkorc1l1	1.0	5.0	1
chr5	Gusb	0.9853658536585366	5.0	1
chr5	Asl	1.0	5.0	1
chr5	Tmem248	0.9893048128342246	5.0	1
chr5	Sbds	0.9822039698836413	5.0	1
chr5	Tyw1	0.9823446327683615	5.0	1
chr5	Auts2	0.7606382978723404	3.0	1
chr5	Gtf2i	0.9823691460055097	5.0	1
chr5	Gtf2ird1	1.0	5.0	1
chr5	Rfc2	0.9936266666666667	5.0	1
chr5	Eif4h	0.9829375549692172	5.0	1
chr5	Cldn4	0.9224137931034483	5.0	1
chr5	Cldn3	0.9803921568627451	5.0	1
chr5	Abhd11	0.9824561403508771	5.0	1
chr5	Bcl7b	0.967032967032967	5.0	1
chr5	Baz1b	0.9933333333333333	5.0	1
chr5	Nsun5	1.0	5.0	1
chr5	Hip1	0.9823008849557522	5.0	1
chr5	Rhbdd2	0.9855072463768116	5.0	1
chr5	Por	0.9691358024691358	5.0	1
chr5	Tmem120a	0.9742647058823529	5.0	1
chr5	Mdh2	0.9769053099100701	5.0	1
chr5	Ywhag	0.9854244694132335	5.0	1
chr5	Dtx2	0.9927536231884058	5.0	1
chr5	Polr2j	0.9892827004219409	5.0	1
chr5	Alkbh4	0.9493670886075949	5.0	1
chr5	Cux1	0.8939393939393938	4.0	1
chr5	Ift22	0.9875	5.0	1
chr5	4933404O12Rik	0.7944444444444444	3.0	1
chr5	Znhit1	0.9264150943396227	5.0	1
chr5	Plod3	0.9730848861283643	5.0	1
chr5	Ap1s1	0.9818594104308389	5.0	1
